productid,rawmaterialid,qtyinkg
50200,RM050,5.5
50200,RM1201,0.3
50200,RM1011,0.4
50200,RM005,1.2
50200,RM001,0.0
50200,RM701,0.075
50200,RM304,0.01
50200,RM505,0.8
50200,RM200,0.16
50200,RM101,0.08
51007,RM700,0.04
51007,RM1102,80.15
51007,RM502,0.36
51007,RM504,1.58
51007,RM505,1.5
51007,RM200,1.36
MT9501,RM912,4.42
51009,RM1102,80.15
51009,RM502,0.44
51009,RM504,0.5
51009,RM505,1.4
51009,RM959,0.3
51009,RM200,4.0
51017,RM700,0.035
51017,RM1102,80.15
51017,RM502,0.225
51017,RM504,4.56
51017,RM505,5.2
51018,RM702,0.05
51018,RM304,0.02
51018,RM1102,80.15
51018,RM517,2.0
51018,RM200,2.4
51021,RM1102,80.15
51021,RM502,0.12
51021,RM959,2.0
51022,RM304,0.016
51022,RM1102,80.15
51022,RM502,0.4
51022,RM517,0.16
51022,RM200,2.16
51023,RM1102,80.15
51023,RM502,0.4
51023,RM200,3.7
51201,RM702,0.055
51201,RM304,0.0385
51201,RM1101,80.15
51201,RM502,3.915
51201,RM200,1.15
51202,RM304,0.012
51202,RM1101,80.15
51202,RM502,1.52
51202,RM517,1.2
51202,RM200,2.66
51230,RM1101,80.15
51230,RM502,1.2
51230,RM504,1.0
51230,RM505,1.01
51231,RM1101,73.15
51231,RM505,9.0
51232,RM1101,80.15
51232,RM502,0.87
51232,RM504,0.7
51232,RM505,0.7
51233,RM1101,80.15
51233,RM502,0.93
51233,RM504,0.85
51233,RM505,0.85
51234,RM1101,80.15
51234,RM502,1.0
51234,RM504,1.0
51234,RM505,0.4
51236,RM700,0.016
51236,RM1101,80.15
51236,RM504,6.0
51237,RM304,0.005
51237,RM1101,73.15
51237,RM505,3.5
51341,RM304,0.002
51341,RM1101,80.15
51341,RM502,2.6
51341,RM200,0.05
51342,RM702,0.02
51342,RM304,0.02
51342,RM1101,80.15
51342,RM502,3.036
51342,RM517,0.36
51351,RM304,0.014
51351,RM1101,80.15
51351,RM502,2.6
51351,RM200,0.1
51352,RM304,0.015
51352,RM1101,80.15
51352,RM502,2.44
51352,RM200,4.0
51356,RM304,0.018
51356,RM1101,80.15
51356,RM502,3.0
51356,RM200,5.0
51360,RM304,0.015
51360,RM1101,50.0
51360,RM502,5.5
51360,RM200,0.7
51363,RM984,1.0
51364,RM1101,80.0
51364,RM502,1.4
51364,RM517,0.2
51364,RM200,2.25
51365,RM304,0.015
51365,RM1101,80.0
51365,RM502,0.8
51365,RM517,5.0
51365,RM200,1.5
51501,RM1103,73.15
51501,RM502,1.8
51501,RM517,0.2
51006,RM959,1.4
51006,RM505,0.52
51006,RM502,0.175
51006,RM200,1.44
51006,RM1102,80.15
MT9501,RM921,1.7
51243,RM700,0.017
51243,RM504,4.0
51243,RM1101,78.2
51501,RM200,1.2
51502,RM1104,72.35
51502,RM502,2.2
51502,RM200,1.2
60036A,RM001,6.0
51504,RM304,0.007
51504,RM1103,73.15
51504,RM502,1.62
51504,RM517,0.12
51504,RM200,1.4
51507,RM304,0.014
51507,RM1103,73.15
51507,RM502,1.5
51508,RM304,0.008
51508,RM1103,73.15
51508,RM502,1.0
51508,RM517,4.0
51508,RM200,4.0
51509,RM705,0.008
51509,RM304,0.03
51509,RM1103,73.15
51509,RM502,1.15
51509,RM517,9.5
51509,RM200,7.3
51510,RM050,20.0
51510,RM100,0.5
51510,RM045,20.0
51510,RM102,0.2
51510,RM070,0.5
51510,RM061,2.0
51510,RM502,2.0
51510,RM040,25.0
51510,RM200,8.0
60001,RM051,18.0
60001,RM1201,2.0
60001,RM1015,3.635
60001,RM004,2.5
60001,RM001,9.0
60001,RM606,8.25
60001,RM801,0.04
60001,RM200,2.48
60001,RM092,0.3
60002,RM051,13.0
60002,RM1201,2.0
60002,RM004,3.0
60002,RM001,10.5
60002,RM606,15.65
60002,RM200,0.87
60002,RM080,0.25
60004,RM051,30.0
60004,RM183,0.08
60004,RM1201,2.0
60004,RM1016,0.02
60004,RM004,2.0
60004,RM001,10.0
60004,RM605,2.0
60004,RM200,5.0
60004,RM092,0.3
60008,RM051,3.4
60008,RM183,0.0025
60008,RM1201,0.28
60008,RM004,0.0
60008,RM001,1.95
60008,RM600,0.295
60008,RM200,1.455
60008,RM092,0.1
60010,RM051,28.0
60010,RM1201,2.0
60010,RM1015,9.46
60010,RM004,2.0
60010,RM001,2.0
60010,RM606,0.93
60010,RM801,0.075
60010,RM200,3.4
60010,RM092,0.3
60018,RM051,25.0
60018,RM183,0.1
60018,RM1201,2.0
60018,RM1015,12.0
60018,RM004,2.0
60018,RM001,10.0
60018,RM200,1.0
60018,RM092,0.5
60020,RM051,15.0
60020,RM1201,2.0
60020,RM005,17.5
60020,RM001,5.0
60020,RM310,0.625
60020,RM801,0.38
60020,RM200,12.0
60020,RM092,0.5
60025,RM051,21.0
60025,RM1201,2.5
60025,RM1015,12.5
60025,RM004,4.0
60025,RM001,9.0
60025,RM200,1.0
60025,RM092,1.0
60028,RM051,28.0
60028,RM1201,2.0
60028,RM1015,5.0
60028,RM1002,0.07
60028,RM004,4.0
60028,RM001,8.0
60028,RM200,7.0
60028,RM092,0.5
60030,RM051,27.0
60030,RM183,0.012
60030,RM1201,2.0
60030,RM1015,15.0
60030,RM005,2.0
60030,RM001,4.0
60030,RM092,0.5
60031,RM051,11.0
60031,RM1201,2.0
60031,RM1015,5.475
60031,RM004,2.23
60031,RM001,15.0
60031,RM310,0.011
60031,RM200,8.25
60031,RM202,0.75
60031,RM092,0.3
60034,RM051,25.0
60034,RM1201,2.0
60034,RM1015,1.8
60034,RM004,4.0
60034,RM001,10.0
60034,RM606,1.0
60034,RM200,12.5
60034,RM092,0.5
60051,RM051,3.7
60051,RM183,0.034
60051,RM1201,0.35
60051,RM1015,1.1
60051,RM005,1.0
60051,RM001,1.0
60051,RM801,0.03
60051,RM202,0.065
60051,RM092,0.5
60051,RM080,0.0
60060,RM051,20.0
60060,RM1201,1.5
60060,RM1015,8.1
51503,RM517,1.5
60036A,RM051,18.0
60060,RM1006,0.008
60060,RM004,3.3
60060,RM001,8.0
60060,RM200,0.82
60060,RM202,3.272
60060,RM092,0.5
60061,RM051,22.5
60061,RM183,0.003
60061,RM1201,1.8
60061,RM1015,14.08
60061,RM1002,0.4
60061,RM004,1.8
60061,RM001,4.5
60061,RM801,0.04
60061,RM092,0.5
60066,RM1303,0.05
60066,RM051,26.0
60066,RM1201,2.0
60066,RM1015,0.02
60066,RM1004,0.04
60066,RM004,3.0
60066,RM001,10.0
60066,RM606,12.5
60066,RM801,0.62
60066,RM080,0.5
60073,RM051,18.0
60073,RM1201,1.7
60073,RM1015,3.62
60073,RM1006,0.072
60073,RM1002,0.085
60073,RM004,2.5
60073,RM001,6.0
60073,RM606,15.0
60073,RM200,1.3
60073,RM092,0.5
60096,RM120,0.05
60096,RM050,15.0
60096,RM1201,2.0
60096,RM102,0.325
60096,RM005,7.0
60096,RM001,7.5
60096,RM602,0.002
60096,RM606,16.9
60096,RM803,0.003
60096,RM802,0.009
60096,RM200,1.4
60096,RM092,0.0
60099,RM051,30.0
60099,RM1201,2.0
60099,RM004,2.0
60099,RM001,8.0
60099,RM310,0.02
60099,RM802,0.5
60099,RM200,12.0
60099,RM092,0.5
60100,RM120,0.02
60100,RM151,5.0
60100,RM1201,1.54
60100,RM1015,5.0
60100,RM004,5.0
60100,RM001,11.0
60100,RM200,1.5
60100,RM202,7.5
60101,RM051,17.5
60101,RM1201,2.0
60101,RM004,2.8
60101,RM001,6.0
60101,RM606,12.5
60101,RM802,0.104
60101,RM983,0.04
60101,RM092,0.4
60101,RM080,0.35
60102,RM051,15.0
60102,RM1201,2.0
60102,RM004,3.0
60102,RM001,12.0
60102,RM606,22.0
60102,RM802,0.066
60102,RM983,0.6
60102,RM200,1.54
60102,RM080,0.25
60103,RM051,25.0
60103,RM1201,2.5
60103,RM1015,15.0
60103,RM004,2.0
60103,RM001,8.0
60103,RM802,0.175
60103,RM200,3.0
60103,RM080,0.25
60104,RM051,26.0
60104,RM1201,2.5
60104,RM1015,4.0
60104,RM004,3.0
60104,RM001,7.0
60104,RM200,3.2
60104,RM092,0.5
60105,RM051,32.0
60105,RM1201,2.0
60105,RM1015,4.5
60105,RM1002,0.1
60105,RM005,5.0
60105,RM001,7.0
60105,RM802,0.13
60105,RM200,6.8
60105,RM092,0.5
60106,RM1201,0.3
60106,RM004,0.1
60106,RM001,2.0
60106,RM220,0.01
60106,RM606,1.745
60106,RM310,0.046
60106,RM802,0.0043
60106,RM983,0.072
60106,RM053,3.0
60106,RM200,0.175
60106,RM092,0.07
60107,RM051,30.0
60107,RM1201,2.0
60107,RM1016,0.15
60107,RM004,2.0
60107,RM210,4.0
60107,RM001,10.0
60107,RM605,0.57
60107,RM200,6.0
60107,RM092,0.5
60108,RM051,30.0
60108,RM1201,2.0
60108,RM1015,10.0
60108,RM004,2.0
60108,RM001,10.0
60108,RM606,2.0
60108,RM802,0.25
60108,RM200,3.5
60108,RM092,0.4
60108,RM080,0.1
60109,RM051,32.0
60109,RM183,0.02
60109,RM1201,2.0
60109,RM1015,14.0
60109,RM004,2.0
60109,RM001,10.0
60109,RM310,0.03
60109,RM802,0.45
60109,RM092,0.4
60109,RM080,0.1
60111,RM051,25.0
60111,RM1201,2.0
60111,RM1015,0.25
60111,RM004,2.0
60111,RM001,10.0
60111,RM606,12.0
60111,RM802,0.01
60111,RM200,0.7
60111,RM092,0.4
60111,RM080,0.0
60112,RM051,25.0
60112,RM1201,2.0
60112,RM1015,22.0
60112,RM1002,1.1
60112,RM004,1.0
60112,RM001,4.0
60112,RM802,0.05
60112,RM200,2.7
60112,RM092,0.4
60112,RM080,0.0
60113,RM051,28.0
60113,RM1201,2.0
60113,RM1015,5.5
60113,RM1002,0.01
60113,RM004,0.0
60113,RM001,8.0
60113,RM202,4.0
60113,RM092,0.4
60114,RM051,20.0
60114,RM1201,2.0
60114,RM1015,0.02
60114,RM004,2.0
60114,RM001,8.0
60114,RM606,12.0
60114,RM802,0.01
60114,RM202,0.15
60114,RM092,0.4
60115,RM051,25.0
60115,RM183,0.35
60115,RM1201,2.0
60115,RM1015,4.0
60115,RM1004,0.5
60115,RM004,2.0
60115,RM001,8.0
60115,RM092,0.4
60116,RM051,32.0
60116,RM183,0.1
60116,RM1201,2.0
60116,RM004,2.0
60116,RM001,8.0
60116,RM802,0.5
60116,RM801,0.5
60116,RM092,0.4
MT9501,RM005,5.2
MT9501,RM054,11.0
MT9501,RM1201,0.7
60119,RM802,0.05
60121,RM051,25.0
60121,RM183,0.25
60121,RM1201,2.0
60121,RM1015,3.0
60121,RM1004,0.5
60121,RM004,2.0
60121,RM001,8.0
60121,RM200,5.0
60121,RM092,0.5
60128,RM051,3.2
60128,RM1201,0.28
60128,RM1015,2.026
60128,RM004,0.28
60128,RM001,1.12
60128,RM200,0.5
60128,RM092,0.05
60129,RM051,3.0
60129,RM1201,0.28
60129,RM1015,1.94
60129,RM004,0.28
60129,RM001,1.11
60129,RM200,0.625
60129,RM092,0.05
60130,RM051,3.28
60130,RM1201,0.35
60130,RM004,0.35
60130,RM001,1.31
60130,RM605,0.0032
60130,RM606,2.79
60130,RM200,0.44
60130,RM092,0.05
60131,RM051,4.45
60131,RM1201,0.3
60131,RM004,0.32
60131,RM001,1.3
60131,RM605,0.065
60131,RM200,1.59
60131,RM092,0.05
60132,RM051,4.63
60132,RM183,0.045
60132,RM1201,0.3
60132,RM1015,0.3
60132,RM1002,0.1
60132,RM004,0.37
60132,RM001,1.48
60132,RM606,0.1
60132,RM803,0.004
60132,RM200,0.13
60132,RM092,0.05
60133,RM051,30.0
60133,RM1201,2.0
60133,RM004,2.0
60133,RM001,10.0
60133,RM605,0.6
60133,RM200,7.0
60133,RM092,0.5
60134,RM051,27.5
60134,RM1201,2.0
60134,RM004,2.0
60134,RM001,10.0
60134,RM602,0.1
60134,RM606,11.67
60134,RM802,0.05
60134,RM092,0.5
60135,RM051,3.65
60135,RM1201,0.3
60135,RM004,0.35
60135,RM001,1.5
60135,RM606,2.61
60135,RM802,0.0035
60135,RM200,0.23
60135,RM092,0.1
60136,RM051,30.0
60136,RM183,0.01
60136,RM1201,2.0
60136,RM1015,9.0
60136,RM004,0.0
60136,RM001,6.0
60136,RM092,0.5
60137,RM051,25.0
60137,RM183,0.025
60137,RM1201,2.0
60137,RM004,2.0
60137,RM001,10.0
60137,RM605,0.08
60137,RM606,6.0
60137,RM200,8.0
60137,RM092,0.5
60138,RM051,4.0
60138,RM1201,2.0
60138,RM1015,0.006
60138,RM102,0.25
60138,RM004,2.5
60138,RM001,15.0
60138,RM606,12.0
60138,RM803,0.0028
60138,RM802,0.007
60138,RM200,1.096
60138,RM092,0.4
60138,RM080,0.0
60120,RM1201,2.0
60119,RM1201,1.0
60119,RM1015,15.0
60140,RM051,25.0
60140,RM183,0.2
60140,RM1201,1.0
60140,RM005,2.0
60140,RM001,8.0
60140,RM602,1.2
60140,RM300,0.4
60140,RM200,5.0
60140,RM092,0.4
60140,RM101,1.0
MT9501,RM1313,0.0145
MT9501,RM304,0.074
MT9501,RM701,0.146
60142,RM051,28.0
60142,RM1201,2.0
60142,RM1015,17.0
60142,RM004,2.0
60142,RM001,4.0
60142,RM200,1.5
60143,RM120,0.05
60143,RM050,15.5
60143,RM1201,2.0
60143,RM005,7.0
60143,RM001,7.5
60143,RM602,0.2
60143,RM606,18.5
60143,RM131,2.1
60144,RM050,16.0
60144,RM1201,2.0
60144,RM005,25.0
60144,RM602,2.6
60144,RM802,0.02
60144,RM202,2.9
60145,RM051,0.0
60145,RM1201,2.0
60145,RM1015,10.0
60145,RM001,12.0
60145,RM012,7.0
60145,RM803,0.02
60146,RM051,70.0
60146,RM1201,4.0
60146,RM005,5.0
60146,RM001,10.0
60146,RM602,0.26
60146,RM400,0.8
60146,RM203,10.0
60147,RM051,38.0
60147,RM1201,1.0
60147,RM1015,10.0
60147,RM1002,1.0
60147,RM005,5.0
60147,RM001,2.0
60148,RM051,0.0
60148,RM1201,2.0
60148,RM1015,0.004
60148,RM102,0.25
60148,RM005,24.0
60148,RM004,0.0
60148,RM606,7.62
60148,RM803,0.0017
60148,RM802,0.004
60148,RM200,0.66
60148,RM092,0.4
60148,RM080,0.0
60149,RM051,2.3
60149,RM183,0.012
60149,RM1201,0.3
60149,RM005,1.8
60149,RM606,3.25
60149,RM300,0.016
60149,RM802,0.024
60149,RM200,0.17
60149,RM092,0.1
60150,RM051,25.0
60150,RM1201,2.0
60150,RM1015,2.5
60150,RM005,2.0
60150,RM001,7.0
60150,RM802,0.12
60150,RM200,6.0
60151,RM050,21.0
60151,RM1201,1.0
60151,RM005,15.0
60151,RM001,0.0
60151,RM602,0.45
60151,RM606,14.0
60151,RM802,0.033
60151,RM200,1.55
60151,RM092,0.4
60151,RM101,1.5
60152,RM050,6.5
60152,RM1201,1.0
60152,RM005,20.0
60152,RM001,0.0
60152,RM602,0.415
60152,RM606,13.0
60152,RM802,0.03
60152,RM200,1.6
60152,RM092,0.4
60152,RM101,1.0
60153,RM050,4.55
60153,RM1201,0.15
60153,RM1015,1.6
60153,RM005,0.0
60153,RM001,1.0
60153,RM802,0.003
60153,RM200,0.04
60153,RM092,0.05
60153,RM101,0.12
60154,RM050,3.5
60154,RM1201,0.15
60154,RM1015,0.145
60154,RM005,0.0
60154,RM001,1.7
60154,RM606,1.23
60154,RM802,0.12
60154,RM200,0.205
60154,RM092,0.05
60154,RM101,0.12
60155,RM050,9.0
60155,RM1201,1.0
60155,RM005,21.0
60155,RM001,0.0
60155,RM221,0.0
60155,RM602,0.11
60155,RM606,13.0
60155,RM802,0.012
60155,RM092,0.4
60155,RM101,1.5
60156,RM050,21.0
60156,RM1201,1.0
60156,RM1015,5.58
60156,RM005,0.0
60156,RM001,12.55
60156,RM200,9.0
60156,RM092,0.4
60156,RM101,1.5
60157,RM051,33.0
60157,RM1201,2.0
60157,RM1015,15.0
60157,RM1002,0.1
60157,RM005,2.0
60157,RM001,3.0
60157,RM803,0.02
60158,RM051,20.0
60158,RM183,0.015
60158,RM1201,2.0
60158,RM1015,12.0
60158,RM1006,0.015
60158,RM005,0.0
60158,RM001,10.0
60158,RM200,4.0
60159,RM051,40.0
60159,RM1201,2.0
60159,RM1015,24.0
60159,RM1004,2.5
60159,RM005,0.0
60159,RM001,5.0
60159,RM802,0.3
60159,RM200,5.0
61007,RM603,2.3
61007,RM309,0.07
61007,RM1101,80.15
61007,RM200,2.0
61220,RM600,2.0
61220,RM300,0.01
61220,RM801,0.003
61220,RM1101,80.15
61222,RM600,2.6
61222,RM300,0.0135
61222,RM801,0.007
61222,RM1101,80.15
MT9502,RM005,6.0
MT9502,RM054,13.0
61225,RM600,3.6
61225,RM300,0.015
61225,RM801,0.006
61225,RM1101,80.15
61226,RM600,5.4
61226,RM801,0.01
61226,RM1101,80.15
61226,RM200,2.0
61230,RM183,0.153
61230,RM604,4.8
61230,RM300,0.153
61230,RM1101,80.15
61231,RM602,6.3
61231,RM309,0.05
61231,RM801,0.025
61231,RM1101,80.15
61232,RM183,0.05
61232,RM604,3.6
61232,RM1101,80.15
61232,RM200,5.55
61234,RM600,2.95
61234,RM309,0.04
61234,RM803,0.15
61234,RM1101,80.15
61234,RM200,3.2
61235,RM183,0.01
61235,RM600,0.3
61235,RM1103,80.15
61235,RM202,3.7
61240,RM600,3.3
61240,RM801,0.005
61240,RM1101,80.15
61240,RM200,0.4
61241,RM604,5.75
61241,RM1101,80.15
61241,RM200,8.45
61501,RM183,0.03
61501,RM222,0.05
61501,RM604,0.15
61501,RM606,8.0
61501,RM1101,80.15
61501,RM200,20.5
61502,RM183,0.02
61502,RM604,2.5
61502,RM309,0.025
61502,RM803,0.015
61502,RM1101,80.15
61502,RM200,1.3
MT9502,RM1201,0.7
61019,RM1102,73.8
61550,RM600,0.275
61550,RM1103,72.35
61550,RM200,3.0
61551,RM600,3.6
61551,RM300,0.015
61551,RM801,0.006
61551,RM1103,72.35
61553,RM600,3.0
61553,RM300,0.02
61553,RM801,0.005
61553,RM1104,72.35
61555,RM600,3.0
61555,RM300,0.025
61555,RM1103,72.35
61556,RM183,0.015
61556,RM600,4.35
61556,RM1103,72.35
61558,RM600,3.2
61558,RM803,0.02
61558,RM1103,80.15
61559,RM604,9.5
61559,RM1103,80.15
61559,RM200,6.5
61560,RM604,1.0
61560,RM309,0.02
61560,RM1103,80.15
61560,RM200,4.0
61561,RM050,20.0
61561,RM100,0.5
61561,RM045,20.0
61561,RM102,0.2
61561,RM061,2.0
61561,RM604,4.0
61561,RM606,2.0
61561,RM040,25.0
61561,RM200,10.0
61561,RM131,11.0
61562,RM600,2.5
61562,RM606,1.0
61562,RM309,0.32
61562,RM802,0.05
61562,RM1103,80.15
61562,RM200,1.6
61563,RM600,0.35
61563,RM606,1.0
61563,RM1103,80.15
61563,RM200,5.0
61564,RM050,20.0
61564,RM100,0.5
61564,RM045,20.0
61564,RM102,0.2
61564,RM070,0.5
61564,RM061,2.0
61564,RM604,1.65
61564,RM309,0.055
61564,RM040,25.0
61564,RM200,6.6
61598,RM183,0.03
61598,RM047,18.0
61598,RM042,7.0
61598,RM061,1.0
61598,RM602,0.52
61598,RM300,0.11
61598,RM802,0.053
61598,RM040,25.0
61598,RM060,0.15
61598,RM054,5.0
61598,RM910,2.76
61224,RM300,0.042
61601,RM183,0.43
61533,RM1103,71.5
61533,RM183,0.1
61533,RM600,3.9
61533,RM803,0.01
61019,RM602,0.09
61019,RM606,3.69
61019,RM801,0.05
61552,RM803,0.0124
61552,RM604,2.6
61552,RM200,0.33
61552,RM1103,73.15
MT9502,RM304,0.087
61628,RM600,0.4
61628,RM400,0.08
61628,RM1102,80.15
61628,RM200,2.0
61629,RM600,0.7
61629,RM1102,80.15
61629,RM200,4.4
61630,RM600,0.875
61630,RM606,0.12
61630,RM1313,0.09
61630,RM1102,80.15
61630,RM200,1.0
61632,RM600,1.445
61632,RM801,0.084
61632,RM1102,80.15
61632,RM200,0.67
61634,RM183,0.08
61634,RM600,2.2
61634,RM309,0.01
61634,RM801,0.03
61634,RM1102,80.15
61634,RM502,0.025
61634,RM200,0.07
MT9502,RM502,0.1
MT9502,RM912,5.0
61637,RM183,0.08
61637,RM602,1.04
61637,RM309,0.185
61637,RM802,0.1
61637,RM1101,80.15
61637,RM200,1.36
MT9502,RM921,1.74
61640,RM183,0.12
61640,RM600,0.35
61640,RM801,0.045
61640,RM800,0.17
61640,RM1102,80.15
61640,RM200,0.6
61642,RM183,0.205
61642,RM602,1.5
61642,RM300,0.0025
61642,RM801,0.022
61642,RM1102,80.15
61642,RM200,0.13
61644,RM183,0.58
61644,RM602,3.2
61644,RM803,0.18
61644,RM802,0.02
61644,RM1101,80.15
61644,RM200,3.0
61645,RM183,0.315
61645,RM602,2.06
61645,RM309,0.1
61645,RM803,0.05
61645,RM802,0.06
61645,RM1102,80.15
61645,RM200,1.86
61646,RM183,0.46
61646,RM602,2.4
61646,RM309,0.127
61646,RM803,0.195
61646,RM802,0.15
61646,RM1101,80.15
61646,RM200,2.3
61647,RM400,0.09
61647,RM1102,80.15
61647,RM504,0.45
61647,RM200,4.5
61648,RM600,0.006
61648,RM400,0.12
61648,RM1102,80.15
61648,RM504,0.012
61648,RM200,2.6
61654,RM183,0.07
61654,RM602,0.4
61654,RM400,0.4
61654,RM1102,80.15
61654,RM200,2.0
61655,RM183,0.45
61655,RM602,1.5
61655,RM309,0.2
61655,RM803,0.1
61655,RM802,0.1
61655,RM1101,80.15
61655,RM200,3.8
61656,RM602,0.6
61656,RM606,0.6
61656,RM310,0.04
61656,RM300,0.06
61656,RM802,0.1
61656,RM1102,80.15
61656,RM200,3.5
61657,RM183,0.5
61657,RM602,1.6
61657,RM309,0.1
61657,RM803,0.085
61657,RM802,0.1
61657,RM1101,80.15
61657,RM200,2.5
61658,RM602,0.165
61658,RM606,0.175
61658,RM803,0.013
61658,RM1101,80.15
61658,RM200,3.7
61699,RM183,0.53
61699,RM602,2.1
61699,RM309,0.17
61699,RM803,0.1
61699,RM802,0.115
61699,RM1101,80.15
61699,RM200,2.4
61706,RM183,0.09
61706,RM600,0.38
61706,RM606,0.1
61706,RM400,0.19
61706,RM1101,80.15
61706,RM200,3.0
61716,RM605,0.25
61716,RM1101,80.15
61716,RM200,2.5
61717,RM183,0.153
61717,RM602,0.415
61717,RM606,0.11
61717,RM400,0.21
61717,RM1102,80.15
61717,RM200,3.0
61719,RM183,0.05
61601,RM803,0.05
61601,RM802,0.155
61601,RM604,3.3
61601,RM309,0.15
61601,RM200,1.5
61633,RM606,0.122
61633,RM600,0.29
61633,RM200,4.35
61633,RM1102,80.15
61635,RM200,1.24
61635,RM600,1.65
61635,RM801,0.085
61635,RM606,0.1
61707,RM200,3.0
61707,RM183,0.006
61719,RM600,0.4
61719,RM300,0.035
61719,RM1101,80.15
61719,RM200,0.74
61720,RM183,0.025
61720,RM600,0.075
61720,RM606,0.075
61720,RM300,0.015
61720,RM1101,80.15
61720,RM200,2.46
61721,RM602,1.0
61721,RM606,1.5
61721,RM802,0.0
61721,RM1101,80.15
61721,RM200,1.0
61722,RM183,0.35
61722,RM602,2.5
61722,RM400,1.0
61722,RM1102,80.15
61723,RM602,0.08
61723,RM803,0.004
61723,RM1101,80.15
61723,RM200,2.8
61724,RM605,0.15
61724,RM1101,80.15
61724,RM517,0.04
61724,RM200,2.5
61725,RM183,0.112
61725,RM602,0.6
61725,RM400,0.36
61725,RM1101,80.15
61725,RM200,1.8
61726,RM222,0.05
61726,RM602,0.09
61726,RM1101,80.15
61726,RM200,4.0
61727,RM602,0.8
61727,RM1101,80.15
61727,RM200,3.2
61728,RM183,0.2
61728,RM602,0.52
61728,RM400,0.024
61728,RM1101,80.15
61728,RM200,1.2
61730,RM602,0.008
61730,RM606,0.4
61730,RM1102,80.15
61730,RM517,0.008
61730,RM200,3.2
61731,RM183,0.064
61731,RM602,0.345
61731,RM606,2.88
61731,RM300,0.072
61731,RM1102,80.15
61731,RM200,1.44
61732,RM183,0.92
61732,RM602,3.12
61732,RM300,0.08
61732,RM1102,80.15
61733,RM602,0.008
61733,RM606,2.4
61733,RM1102,80.15
61733,RM200,2.4
61734,RM183,0.088
61734,RM602,0.8
61734,RM300,0.065
61734,RM1103,80.15
61734,RM200,0.8
61735,RM183,0.88
61735,RM602,2.8
61735,RM300,0.16
61735,RM1103,80.15
61735,RM200,3.2
61736,RM602,0.016
61736,RM606,1.2
61736,RM1101,80.15
61736,RM200,2.4
61737,RM183,0.09
61737,RM600,0.32
61737,RM400,0.525
61737,RM300,0.05
61737,RM1102,80.15
61737,RM200,2.4
61738,RM600,0.025
61738,RM400,0.008
61738,RM1102,80.15
61738,RM200,5.6
61739,RM600,0.016
61739,RM400,0.005
61739,RM1102,80.15
61739,RM200,4.0
61740,RM183,0.12
61740,RM600,0.48
61740,RM300,0.08
61740,RM1102,80.15
61740,RM200,0.64
61801,RM120,0.5
61801,RM105,0.2
61801,RM005,14.0
61801,RM104,0.8
61801,RM606,9.0
61801,RM135,0.0
65001,RM051,5.9
65001,RM1201,0.5
65001,RM004,0.3
65001,RM001,1.6
65001,RM310,0.039
65001,RM802,0.02
65001,RM200,0.045
65002,RM051,30.0
65002,RM1201,2.0
65002,RM004,2.0
65002,RM001,10.0
65002,RM964,15.0
65003,RM051,30.0
65003,RM1201,2.0
65003,RM004,2.0
65003,RM001,10.0
65003,RM965,15.0
70001,RM051,3.5
70001,RM1201,0.25
70001,RM004,0.1
70001,RM001,1.5
70001,RM705,0.03
70001,RM700,0.135
70001,RM304,0.2
70001,RM505,1.37
70001,RM092,0.05
70004,RM051,14.0
70004,RM1201,2.35
70004,RM1000,1.8
70004,RM1008,0.4
70004,RM004,4.0
70004,RM001,16.0
70004,RM505,8.0
70004,RM200,2.76
70004,RM092,0.5
70005,RM051,18.0
70005,RM1201,2.0
70005,RM1000,3.75
70005,RM004,3.0
70005,RM001,15.0
70005,RM505,8.8
70005,RM200,3.3
70005,RM080,0.5
70008,RM1201,2.0
70008,RM1000,0.15
70008,RM1008,0.15
70008,RM004,5.0
70008,RM001,18.0
70008,RM705,0.2
70008,RM700,0.15
70008,RM200,5.32
70008,RM092,0.5
70010,RM051,0.0
70010,RM1201,2.0
70010,RM1000,0.35
70010,RM004,5.0
70010,RM001,15.0
70010,RM700,2.0
70010,RM200,5.0
70010,RM202,10.0
70010,RM092,1.0
70011,RM051,2.75
70011,RM183,0.002
70011,RM1201,0.3
70011,RM1007,2.325
70011,RM1000,0.787
70011,RM004,0.1
70011,RM001,2.5
70011,RM200,0.21
70011,RM092,0.05
70013,RM051,25.0
70013,RM1201,2.0
70013,RM004,3.0
70013,RM001,12.0
70013,RM957,5.0
70013,RM955,10.0
70013,RM958,1.0
70013,RM092,0.5
70015,RM051,25.0
70015,RM1201,2.0
70015,RM1007,0.4
70015,RM1000,2.25
70015,RM1008,6.0
70015,RM004,4.0
70015,RM001,8.0
70015,RM200,1.8
70015,RM092,0.0
70018,RM051,25.0
70018,RM1201,2.0
70018,RM1000,6.8
70018,RM004,2.0
70018,RM001,10.0
70018,RM703,0.42
70018,RM700,2.0
70018,RM504,7.0
70018,RM092,1.0
70025,RM051,3.63
70025,RM1201,0.21
70025,RM004,0.415
70025,RM001,1.04
70025,RM957,0.155
70025,RM955,0.31
70025,RM958,0.725
70025,RM202,0.415
70025,RM092,0.1
70026,RM051,25.0
70026,RM1201,2.0
70026,RM1000,0.75
70026,RM1008,1.0
70026,RM004,2.0
70026,RM001,10.0
70026,RM703,0.3
70026,RM700,0.19
70026,RM200,0.15
70026,RM092,1.0
70031,RM051,30.0
70031,RM1201,2.0
